date_column,site,category,brand,model_name,product_title,price_usd,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount
2024-09-06,amazon_egy,mobile phones,infinix,hot 40i,"infinix hot 40i (ram: 8+8gb, rom: 256gb), 6.6"" hd+ display, 50mp dual ai rear camera, 32mp crystal-clear front camera, 5000 mah battery with 18w fast charge - horizon gold color",6095.0,android 13.0,8,256,6.56,720 x 1612,90,,"bluetooth, wi-fi",1.2ghz cortex a13 processor,horizon gold,cellular,,"[{'reviewer': 'user-mh6tkl1', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 21 july 2024', 'review': 'المنتج ممتاز و الماركة واعدة و تعتبر من أفضل الماركات الصيني'}, {'reviewer': 'ممتاز بس عدم توفير الفاتوره عليه التطبيق', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 14 june 2024', 'review': 'ممتاز'}, {'reviewer': 'sim 2 not working…i need an replacement for this unit', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 9 may 2024', 'review': 'sim 1 defect issues…'}, {'reviewer': 'عبده الاهدل', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 17 april 2024', 'review': 'لم يكن بالوصف الذي سمعنا عنه'}, {'reviewer': 'i did not rcv my order', 'rating': '3.0 ', 'date': 'reviewed in saudi arabia on 12 january 2024', 'review': ""didn't find handfree inside the box""}]",4.1,0.0
2024-09-06,amazon_egy,mobile phones,apple,13,"apple iphone 13 with facetime - 128gb, 4gb ram, 4g lte, sierra blue, single sim & e-sim - international warranty",29999.0,ios 15,4,128,6.1,1280 x 720,60,,"bluetooth, wi-fi, usb, nfc",,blue,cellular,4g,"[{'reviewer': 'adly eldokm', 'rating': '5.0 ', 'date': 'reviewed in egypt on 22 august 2022', 'review': 'شكرا للبائع ثقه وامان جالي بس بدون فاتوره بس مش مهم وضمان سنه من تاريخ التشغيل'}, {'reviewer': 'elshabrarwy', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 november 2022', 'review': 'شكرًا جزيلا والسعر كويس جدا'}, {'reviewer': 'ghazal', 'rating': '4.0 ', 'date': 'reviewed in egypt on 3 december 2022', 'review': 'the phone itself is great but from my experience it took almost two weeks instead of the next day shipping or 3 day shipping criteria.'}, {'reviewer': 'ahmedye9', 'rating': '1.0 ', 'date': 'reviewed in egypt on 10 march 2022', 'review': 'لو هتشتروا من البايع imax store\nتعرفوا أنه مش هيبعت الفاتورة أبدا.. الايفون نفسه تمام مفيهوش مشكلة'}, {'reviewer': 'mariam', 'rating': '3.0 ', 'date': 'reviewed in egypt on 29 march 2022', 'review': 'هل الجهاز معه ضمان دولي\nغير ضمان اي ماكس ؟\nوما هي امتيازات ضمان الجهاز الدولي\nف حال عدم رغبتي ف الحصول ع ضمان اي ماكس\n٢ شريحه الموبايل\nممكن الاتنين يكونو للاتصال ؟'}]",4.5,6.0
2024-09-06,amazon_egy,mobile phones,xiaomi,,"xiaomi redmi 9a dual sim mobile phone, 13 mp camera, 6.53 inch touch screen, 2 gb ram, 32 gb, 4g lte - granite grey",0.0,android 10.0,2,2,6.53,1280 x 720,60,2 ghz,"bluetooth, wi-fi, usb",snapdragon,grey,cellular,,"[{'reviewer': 'ahmed abo abdallah', 'rating': '5.0 ', 'date': 'reviewed in egypt on 14 may 2024', 'review': 'ممتاز'}, {'reviewer': 'user-mk5lw6', 'rating': '4.0 ', 'date': 'reviewed in egypt on 17 december 2022', 'review': 'متوسط و مقبول لمستخدم الهاتف البسيط'}, {'reviewer': 'نور الصباح', 'rating': '5.0 ', 'date': 'reviewed in egypt on 2 december 2022', 'review': 'تليفون ممتاز بطارية قوية'}, {'reviewer': 'mohamed gaber', 'rating': '1.0 ', 'date': 'reviewed in egypt on 29 november 2023', 'review': 'بطئ جدا معالج سئ سماعات صوت رديئة تاتش بيعلق،مفيش استجابه للاوامر،بصراحة حاجة تحرق الدم والاعصاب،،زفت\nسعر غير مناسب بإمكانيات ضعيفه جدا جدا جدا لا انصح بشرااااااااائه.'}, {'reviewer': 'khaled', 'rating': '5.0 ', 'date': 'reviewed in egypt on 21 november 2021', 'review': 'for the amount of money to buy this phone, you get a lot. its fast and has every app you need! the only thing is that the memory cannot be expanded. but i am happy with the phone!'}]",4.0,0.0
2024-09-06,amazon_egy,mobile phones,honor,honor x9a - titanium silver,"honor x9a dual sim, 8gb up to 13gb ram, 256gb rom - titanium silver",12764.0,,8,256,6.67,1080 x 2400,80,120 hz,,snapdragon,,,,"[{'reviewer': 'abdelhameid hamada', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 september 2023', 'review': 'تحفة جوال ممتاز'}, {'reviewer': 'ظافر عبده منصور', 'rating': '3.0 ', 'date': 'reviewed in egypt on 27 february 2024', 'review': 'بعد تجربة شهر هناك هواتف بنفس الفئة السعرية بأمكانيات أفضل\n\nزجاج الشاشة سيء سهل الخدش جدا ولاتوجد اسكرينة مضبوطة على الشاشة بسبب انحناء الحواف'}, {'reviewer': 'محمد الصعيدى', 'rating': '5.0 ', 'date': 'reviewed in egypt on 18 september 2023', 'review': 'لايوجد'}, {'reviewer': 'abdalim gabbani', 'rating': '4.0 ', 'date': 'reviewed in egypt on 2 february 2024', 'review': 'التلفون ينفع مع الناس العملين الي ما تهتم غير بالبطارية و الشاشة و الأشياء الاساسية\nالبطارية تكمل معاك مش للاخر لاكن ممكن نقول استعمال فوق المتوسط دون توقف من الساعة ٨ صباحا إلى ١٠ بالليل و انت مرتاح بعيد عن الببجي طبعا\nالشاشة نقول جيدة جدا للوقعات و الخبطات برضو فوق متوسطة دون الخوف انها انكسرت\nسوفت وير ليس افضل شي الجهاز يعلق على خفيف احيانا لاكن مش شي مخيف إلى الان'}, {'reviewer': 'adam', 'rating': '1.0 ', 'date': 'reviewed in egypt on 6 december 2023', 'review': 'شركه السعودي بتنصب عليك المسئوله عن الضمان'}]",3.8,0.0
2024-09-06,amazon_egy,mobile phones,apple,14,"apple iphone 14 (128 gb) - starlight, bluetooth, wi-fi, usb",34999.0,ios 16,6,128,6.1,,60,,"bluetooth, wi-fi, usb",a13,starlight,cellular,5g,"[{'reviewer': 'adam', 'rating': '1.0 ', 'date': 'reviewed in egypt on 26 october 2023', 'review': 'و الموبايل رجع من يوم ١٢ اكتوبر ٢٠٢٣ والفلوس لسه مارجعتش حتي الان22 نوفمبر ٢٠٢٣'}, {'reviewer': 'haitham', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 5 july 2024', 'review': 'recommended'}, {'reviewer': 'moza', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 23 june 2024', 'review': 'i recommend it.'}, {'reviewer': 'ira dellona', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 19 march 2024', 'review': ""all good for the item, working fine and authentic although the way the packaging and courier is handling is poorly. it was inside the big box together with some of my other orders, given that those other items we're heavy and it might have been run through during the transport/transit. packaging and handling on such items should be delicate, but it seems they don't care.""}, {'reviewer': 'json', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 27 may 2024', 'review': 'original and brand new iphone 14 delivered with no hassle'}]",4.6,3.0
2024-09-06,amazon_egy,mobile phones,xiaomi,mzb0dzreu,"redmi note 12 dual sim, 6gb ram, 128gb rom, 4g lte - onyx gray",6866.0,android,6,128,6.67,1080 x 2400,120,2.8 ghz,bluetooth,snapdragon,onyx gray,cellular,,"[{'reviewer': 'ehab bakry', 'rating': '5.0 ', 'date': 'reviewed in egypt on 25 august 2024', 'review': 'يعمل جيدا ولا يوجد اى عيوب و التوصيل كان فى توقيت جيد'}, {'reviewer': 'ahmed wael', 'rating': '5.0 ', 'date': 'reviewed in egypt on 27 april 2024', 'review': 'الموبايل وصلى قبل ميعاد الوصول المحدد و دي حاجه حلوه جدا، التلفون ك أداء فهوا مش افضل حاجه لاكنه الأفضل في سعره مع العلم اني معايا اقل نسخه ال4رام و الكاميرات\nحلوه هتتبسط بيها لاكنها برضه مش افضل حاجه و البطاريه حلوه جدا بتكمل اليوم و تخش على اليوم اللى بعده و المعالج بتاعه كويس بيشتغل ببحي على ٣٠ فريم بس ثابته و الضمان اللى على الموبايل هو ضمان الصافي و مش هتقدر تروح التوكيل لانه بيجي منغير فاتوره، الخلاصه انه موبايل ممتاز بالنسبه لسعره بس حاول تجيب النسخه ال٦ رام او ال٨ لانه هتكون افضل'}, {'reviewer': 'منتج ممتاز', 'rating': '4.0 ', 'date': 'reviewed in egypt on 25 may 2024', 'review': 'جيد بسعر ال ٦٠٠٠ ج'}, {'reviewer': 'mustafa el daly', 'rating': '5.0 ', 'date': 'reviewed in egypt on 10 july 2024', 'review': 'الهاتف ممتاز في كل حاجه شاشه وسرعه تحديث 120 هرتز ولكن عند تفعيلها تستنزف البطاريه ويعيب الهاتف الكاميرا السيلفي ضعيفه خصوصا بالليل ما عدا ذلك الهاتف ممتاز في كل حاجه'}, {'reviewer': 'amr', 'rating': '1.0 ', 'date': 'reviewed in egypt on 12 june 2024', 'review': 'التليفون النسخه ال 4 رام حرفيا هي نص جسجا رام فقط\nمتقدرش تفتح اكتر من تطبيق واحد في الخلفيه والا هيهنج ويفصل\n\nتليفون عقيييييم و سوفت وير عقيم اكتر منه حتي التحديث الجديد هايبر اوس اس فاشل في الععامل مع الرام'}]",4.1,0.0
2024-09-06,amazon_egy,mobile phones,redmagic,redmagic 9 pro,redmagic 9 pro dual sim 12gb ram 256gb 5g sleet,37950.0,,12,12,6.8,,120,,,snapdragon,black,,5g,"[{'reviewer': 'artem', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 june 2024', 'review': 'amazing phone!'}, {'reviewer': 'moody hadadi', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 27 may 2024', 'review': 'منتج جبار بمعنى كلمه انصح فيه بقوه منتج يستحق شراء'}, {'reviewer': 'vinay', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 5 may 2024', 'review': '💪💪💪'}, {'reviewer': 'saddie', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 3 april 2024', 'review': 'international/uk version'}, {'reviewer': 'رولا', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 6 april 2024', 'review': 'حبيته ووصلي بسرعه'}]",4.3,5.0
2024-09-06,amazon_egy,mobile phones,nokia,nokia,"nokia g60 5g smartphone, 6.58' hd+ 120hz display, 50mp ai rear camera, 8mp front camera, 6gb ram,128gb storage - grey",8199.0,android 12.0,6,128,6.58,2160 x 1080,120,2.4 ghz,"bluetooth, wi-fi, nfc",snapdragon,grey,bluetoothwi fi,,"[{'reviewer': 'youssef ashraf', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 june 2024', 'review': 'extremely great phone for its price, with an exceptional performance.\nonly issues would be that 4k video capabilities are missing in addition to the lack of screen protectors and protective cases in the market.'}, {'reviewer': 'michelnaiem', 'rating': '5.0 ', 'date': 'reviewed in egypt on 22 january 2024', 'review': 'سلس وخفيف الوزن'}, {'reviewer': 'sally nahass', 'rating': '4.0 ', 'date': 'reviewed in egypt on 21 september 2023', 'review': 'we need accessories for that phone cases and screens'}, {'reviewer': 'safwat', 'rating': '1.0 ', 'date': 'reviewed in egypt on 5 january 2024', 'review': 'للاسف خامات التصنيع ضعيفة وغير متاح له جراب في السوق لحمايته والشاشة اتكسرت وغير متاح تصليحها ولما بعمل مكالمة مفيش سينسور يقفل الشاشة'}, {'reviewer': 'will fox', 'rating': '3.0 ', 'date': 'reviewed in egypt on 17 june 2024', 'review': 'everything with the phone works pretty well. the battery is not that good at all but it has esim capability which is pretty useful. the big problem is that i got a faulty unit in which the headphone jack almost constantly has some sort of buzzing sound and i noticed that it also occurs in calls where other people can hear it'}]",3.9,0.0
2024-09-06,amazon_egy,mobile phones,realme,"realme 12+ 5g (pioneer green, 8gb ram, 256gb storage)","realme 12+ 5g (pioneer green, 8gb ram, 256gb storage)",13700.0,realme ui 5.0 || based on android 14,12,256,6.7,1080 x 2400,120,,,,woodland green,,5g,"[{'reviewer': 'aditya', 'rating': '1.0 ', 'date': 'reviewed in india on 2 september 2024', 'review': 'the 5g networka are not working . this is the worst phone ever. i have realme 9se which is working properly but realme realme 12+ is poor for 5g users . even after inspecting the phone they are not returning.'}, {'reviewer': 'gajanan kadam', 'rating': '5.0 ', 'date': 'reviewed in india on 12 august 2024', 'review': 'value for money, charging to fast, camera quality good.'}, {'reviewer': 'hy', 'rating': '4.0 ', 'date': 'reviewed in india on 29 july 2024', 'review': 'the portraits are good of this mobile.although nice battery backup with a fast charger.'}, {'reviewer': 'nitish', 'rating': '5.0 ', 'date': 'reviewed in india on 5 august 2024', 'review': 'phone is better and it has several features in it and features are same as samsung s23ultra from my side it is better'}, {'reviewer': 'ahmad jamal siddiqui', 'rating': '4.0 ', 'date': 'reviewed in india on 12 august 2024', 'review': 'nice phone.'}]",3.8,0.0
2024-09-06,amazon_egy,mobile phones,oppo,oppo a60,"oppo a60 256gb 8gb, android smartphone midnight purple, 14.0 colour os version, 45w super vooc flash charge",8950.0,android,0,8,6.7,,0,,,,midnight purple,,,"[{'reviewer': 'mohamed yehia mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 19 august 2024', 'review': 'شيك و جميل جداً و شاشه واضحه و نقيه'}, {'reviewer': 'علاء ابو خطوه', 'rating': '1.0 ', 'date': 'reviewed in egypt on 29 july 2024', 'review': 'الهاتف كويس ولكن الشاشه لا تدعم 120وانه يدعم 90 فقط وموبايل تحت التجربه لسه لو فيه حاجه تاني هنزلها\nتعديل الشاشه ليس اموليد والجهاز لا يدعم 5g'}, {'reviewer': 'شكرا لامازون والبائع الجهاز جاي بدون فاتوره', 'rating': '3.0 ', 'date': 'reviewed in egypt on 7 august 2024', 'review': 'عدم مصداقه تفاصيل الجهاز المكتوبه بس الجهاز محترم في كل حاجه شكرا امازون والبائع'}, {'reviewer': 'تامر', 'rating': '2.0 ', 'date': 'reviewed in egypt on 16 august 2024', 'review': 'هل الضمان دولي ام محلي'}, {'reviewer': 'عثمان الشاذلي', 'rating': '1.0 ', 'date': 'reviewed in egypt on 17 august 2024', 'review': 'منتج زباله'}]",3.1,0.0
2024-09-06,amazon_egy,mobile phones,samsung,s23 fe,"samsung galaxy s23 fe 5g dual sim android smartphone, 8gb ram, 256gb rom - graphite",25200.0,android 10.0,8,256,6.4,1080 x 2340,120,,"bluetooth, wi-fi",snapdragon,graphite,cellular,,"[{'reviewer': 'sootmisr', 'rating': '5.0 ', 'date': 'reviewed in egypt on 17 august 2024', 'review': 'شكرا للبائع.. المنتج رائع وكصنوع بجامات ممتازة .. افضل مافية جودة التصوير وسهولة نقل البيانات من الهاتف سامسونج القديم ومزايا الذكاء الصناعي بجد رائعة❤️💯'}, {'reviewer': 'haitham magdy', 'rating': '5.0 ', 'date': 'reviewed in egypt on 27 august 2024', 'review': 'very good product came with warranty'}, {'reviewer': 'celik yusuf', 'rating': '1.0 ', 'date': 'reviewed in egypt on 22 may 2024', 'review': ""i always saw the comments about the phone heating up but i didnt believe it. turns out its the processor, its known for heating up and it ruins the battery which from day one was terrible. the phone's aesthetic is really nice but it's still not usable.""}, {'reviewer': 'mahmoud ismail', 'rating': '5.0 ', 'date': 'reviewed in egypt on 19 august 2024', 'review': 'الموبايل وصلني جديد متبرشم من غير اي مشاكل'}, {'reviewer': 'ايمن فكري فهيم', 'rating': '4.0 ', 'date': 'reviewed in egypt on 7 august 2024', 'review': 'كاميرات ممتازة والشاشة والمعالج ايضا مشكلته بيسخن شوية والبطارية بتسهلك في نهاية اليوم..سعره كان ممتاز في امازون في يوم برايم ساعة شراءه..عموما موبيل ممتاز في فئته..انه سامسونج'}]",4.0,24.0
2024-09-06,amazon_egy,mobile phones,realme,realme c33,"realme c33 4gb ram, 128gb storage - night sea, bluetooth, wi-fi, usb",6999.0,,4,128,6.5,720 x 1600,60,1.8 ghz,,snapdragon,,,,"[{'reviewer': 'سيئ جدا و بيعلق من اول اسبوع', 'rating': '1.0 ', 'date': 'reviewed in egypt on 25 october 2023', 'review': 'بيعلق من اول فتره الاستخدام'}, {'reviewer': 'ehab', 'rating': '3.0 ', 'date': 'reviewed in egypt on 8 may 2023', 'review': 'الى الان جيد'}]",3.0,0.0
2024-09-06,amazon_egy,mobile phones,oppo,reno 6,oppo reno 6 5g dual sim stellar black 8gb ram 128gb,0.0,,8,128,6.4,1080 x 2400,90,2 ghz,,snapdragon,,,,"[{'reviewer': 'ahmed mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 21 june 2022', 'review': 'tge device is amazing and delivered so quickly, i really like it'}, {'reviewer': 'karim mohamed', 'rating': '1.0 ', 'date': 'reviewed in egypt on 28 october 2022', 'review': 'الجهاز مستخدم و العلبه مفتوحه و بدون ضمان و لما دخلت السيريال علي موقع اوبو الجهاز مستخدم من شهر 8'}, {'reviewer': 'sherif samir ibrahim', 'rating': '4.0 ', 'date': 'reviewed in egypt on 24 march 2023', 'review': 'بائع محترم الجمرك'}, {'reviewer': 'haitham elabed abd elhady', 'rating': '3.0 ', 'date': 'reviewed in egypt on 28 april 2023', 'review': 'هو تليفون حلو\nبس هو هو نفس ابو a92'}, {'reviewer': 'mostafa', 'rating': '5.0 ', 'date': 'reviewed in egypt on 29 may 2022', 'review': 'شكرا امازون وصلني المنتج بحاله ممتازه و سعره مميز'}]",3.4,0.0
2024-09-06,amazon_egy,mobile phones,samsung,fold5,"samsung galaxy z fold5 folding phone, android smartphone, 12gb ram, 512gb storage, extended battery life, high resolution camera, cream (uae version)",65550.0,android 10.0,12,512,7.6,1080 x 2400,120,,"bluetooth, wi-fi",snapdragon,cream,cellular,,"[{'reviewer': 'abdullah al-muaigel', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 13 july 2024', 'review': 'purchased twice (two similar products)... another level of using mobiles... 🥹\nit is simply amazing...'}, {'reviewer': 'ray m', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 3 october 2023', 'review': 'i have been using the phone for 5 days now and it has been great. the best part is how clear the screens are, outer and inner screens. the down part is the battery which can barely last almost a day (i.e. 20 hours). but overall, the experience of using this phone has been fantastic whether for entrainment or productivity. i have no regrets in buying this phone.'}, {'reviewer': 'ghass abu mrad', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 23 january 2024', 'review': 'great phone'}, {'reviewer': 'abdul rahman', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 23 october 2023', 'review': 'i was worried if the warranty will be applicable and the differences between international and uae version.\nbut it turned out nice'}, {'reviewer': 'nikos', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 17 september 2023', 'review': 'the phone feels pretty solid using it for 5 days now. battery life is not that great but all the rest scream of a top notch phone.'}]",5.0,0.0
2024-09-06,amazon_egy,mobile phones,redmi,redmi 12 - midnight black,"xiaomi redmi 12 8gb ram, 128gb rom ((midnight black)",6870.0,android 13.0,8,128,6.79,2160 x 1080,120,,usb,snapdragon,midnight black,cellular,,"[{'reviewer': 'very good 👍', 'rating': '1.0 ', 'date': 'reviewed in egypt on 19 august 2024', 'review': 'الموبايل وصل مستعمل وفيه خدوش وبيهنج ويفصل وبيشغل لوحده\nالحمد لله تم ارجاع المنتج بحمد الله'}, {'reviewer': 'mohamed ayman', 'rating': '5.0 ', 'date': 'reviewed in egypt on 24 june 2024', 'review': 'ممتاز للناس اللي مش بتلعب العاب تقيله هيكون ممتاز لو استخدامك سوشيال و مكالمات\nلو العاب الريدمي نوت 12 هيكون مقبول في الالعاب في الفئه دي'}, {'reviewer': 'abdalla', 'rating': '3.0 ', 'date': 'reviewed in egypt on 15 july 2024', 'review': 'مع الموبايل ضمان محلي الصافي و فاتورة بتظهر خلال ٣ ايام\nالموبايل بميزة شاومي بيعمل ٢ نسخة للتطبيق\nمثلا ٢ انستا باي\nلكن البطارية بتخلص بسرعه\nواجهة الموبايل جوجل واجهه سيئة جدا\nو لا تدعم تسجيل المكالمات\nكاميرا متوسطة'}, {'reviewer': 'أحمد عبد الجليل جابر', 'rating': '4.0 ', 'date': 'reviewed in egypt on 15 march 2024', 'review': 'هاتف جميل وسمعه شركة طيبة'}, {'reviewer': 'امل حامد', 'rating': '1.0 ', 'date': 'reviewed in egypt on 27 july 2024', 'review': 'الجهاز المطلوب معالج snapdragon 120hz وشاشة amold\nاللى وصل مختلف معالج mediate g88 وشاشة ipl'}]",2.8,15.0
2024-09-06,amazon_egy,mobile phones,xiaomi,redmi note 13,"redmi note 13 (midnight black 8gb ram, 256 storage) - super-clear 108mp triple camera |120hz fhd+amoled display | immersive viewing with ultra-thin bezels | secure in-screen fingerprint sensor",8593.0,miui 14,8,256,6.67,2400 x 1080,120,,bluetooth,snapdragon,midnight black,cellular,,"[{'reviewer': 'mahmoud94:)', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 august 2024', 'review': 'موبيل جيد جدا خلى بالك عشان موجود فى بعض المواقع ان المعالج الموجود فيه هو mediatek dimensity 6080\n\nولكن المعالج الموجود فى الموبيل هو نفس المعالج الموجود فى ريدمى نوت 12 وهو معالج سناب دراجون 685\n\nمن اهم مميزاته هى الشاشه شاشة ممتاذة نقاء وجودة بالاضافة انها واضحة جدا تحت اشعة الشمس\n\nالبصمة موجود على الشاشة وهو عبارة عن سينسور بصرى تحت الشاشه بيستخدم الضوء للالتقاط البصمة\n\nانا ديما بثق فى شركة ريدمى خصوصا التجربة الجيدة جدا مع موبايلى ريدمى نوت 5 الموبيل لازال يعمل حتى الان ولكن بطاريته تلفت بعد 4 سنين استخدام وغيرت البطارية بنفسى ولازال يعمل حتى الان بكفاءة\n------------------------------\nاحسن شئ فى ريدمى نوت 13 انه الظهر بلاستيك وسهل تفكة بنفسك لما البطارية تتلف وعمرها الافتراضى تقريبا بيكون من 4 الى 5 سنوات\n------------------------------------------------------------------------------------\nملحوظة الموبيل مكتوب عليه صنع فى مصر تحت اشراف شركة ريدمى\nهو مجمع فقط فى مصر وصراحة عكس المعتاد انه مجمع فى مصر جودة التقفيل فى الموبيل لا غبار عليها وانصح جدا بشرائه\n--------\nالموبيل سريع وكويس فى الاستخدام العادى\nكاميرة ممتاذه\nلكن كاميرة الماكرو لم تعجبنى ادائها مش هتقدر تصور الاشياء القريبه جدا\nمثلا لو هتصور باركود لازم تبعد الموبيل مسافة 10 سم عشان يقدر يعمل فوكس عليه\nلكن لو قربت الموبيل مش هيعمل فوكس على اى حاجه قريبه جدا من الكاميرا\n\nفى الالعاب اداء متوسط وهيشغل العاب كتيرة على low\n----------------\nالخلاصه انصح بشرائه موبيل اعتمادى كاميرا حلوة بصمة سريعة شاشة اموليد 120 هرتز واضحة جدا تحت اشعة الشمس\n--------------------------------------------\nاضغط على زر ""مفيد"" لو استفدت من مراجعتى\nread more'}, {'reviewer': 'atef ahmed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 august 2024', 'review': 'تليفون جميل شكرا امازون علي السعر المنخفض 8333 8جيبا رام'}, {'reviewer': 'abdulrahman ahmed', 'rating': '4.0 ', 'date': 'reviewed in egypt on 31 august 2024', 'review': 'عجبني فيه كاميرته جودته كويسه بالنسبه للفئه السعريه ديه\nانا جبت 128 عشان ارخص شويه من 256 وعندي لاب توب فمش محتاج وحدة تخزين كبيرة\nعيبه انه بطيء شوية لكن مسكته في الايد مريحه اكتر حاجه بتضايقني ان الضهر والشاشه بتبصم كتير\nبشكل مستفز من ناحية الصوت هو صوته كويس\nمش عارف ليه السوفتوير بتاع جوجل بقى مدمج في التليفون بشكل كان التليفون من جوجل\nطبعا جوجل اسمها عملاق التكنولوجيا ولكن هي الحقيقة عملاق سرقة البيانات'}, {'reviewer': 'toqa', 'rating': '5.0 ', 'date': 'reviewed in egypt on 8 august 2024', 'review': 'حلو و هو هو كأنك جايبه من محل بس تمم علي المنتج من اي توالف شحن'}, {'reviewer': 'محمود', 'rating': '1.0 ', 'date': 'reviewed in egypt on 12 july 2024', 'review': 'كاميرة الفيديو سيئة للغاية، كاميرة التصوير الأمامية جيده الخلفية جيده كاميرة الميكرو سيئة\nالهاتف يصبح ثقيل عند الاستخدام أكثر من تطبيق في نفس الوقت\nالبطارية لا تعمل بشكلٍ جيد عند استخدام الانترنت عن طريق البيانات.'}]",4.1,20.0
2024-09-06,amazon_egy,mobile phones,realme,note 50,"note 50 mobile phone, 64 gb rom and 3 gb ram (gsm only | without cdma), unlocked, manufactured by 4g/lte (dark black), international version",4140.0,android,3,64,6.74,,0,1.8 ghz,"bluetooth, wi-fi",snapdragon,,cellular,lte,"[{'reviewer': 'stormy', 'rating': '4.0 ', 'date': 'reviewed in egypt on 6 july 2024', 'review': 'موبايل فوق الممتاز بالنسبة للسعر ويعيبه فقط جودة الكاميرا .'}, {'reviewer': '٥٠٪', 'rating': '1.0 ', 'date': 'reviewed in egypt on 8 august 2024', 'review': 'الجهاز إمكانياته رديئه'}, {'reviewer': 'البائع غير امين والمنتج غير مطابق ارجو من يستلم من هذا البائع الحظر منه', 'rating': '1.0 ', 'date': 'reviewed in egypt on 2 july 2024', 'review': 'انصح عدم شراء هذا المنتج'}, {'reviewer': 'cliente amazon', 'rating': '5.0 ', 'date': 'reviewed in italy on 19 august 2024', 'review': 'contenta di tutto...ho acquistato un cellulare per mio figlio...il prodotto è eccellente e la celerità di amazon impeccabile! ordinato ieri..ricevuto oggi!!! voto:100'}, {'reviewer': 'roberta', 'rating': '4.0 ', 'date': 'reviewed in italy on 26 july 2024', 'review': 'ho comprato questo telefono per mio padre e, per quanto pagato, è molto soddisfatto.'}]",3.7,10.0
2024-09-06,amazon_egy,mobile phones,xiaomi,poco x6 pro 5g,xiaomi poco x6 pro dual sim black 12gb ram 512gb 5g - global version,17034.0,,12,512,6.67,,120,,,snapdragon,,,5g,"[{'reviewer': 'nayer samir', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 august 2024', 'review': 'it is as expected, a high quality phone with good specs and average cost'}, {'reviewer': 'user-mwputk', 'rating': '5.0 ', 'date': 'reviewed in egypt on 8 june 2024', 'review': 'great value for money.'}, {'reviewer': 'محمد عبد الفتاح', 'rating': '4.0 ', 'date': 'reviewed in egypt on 30 august 2024', 'review': 'بالنسبه للسرعه هوا سريع وحتا فى العاب تقيله زى ببجى موبايل وغيرهم بس الجهاز بيسخن سرعه الشبكه ممتازه جدا ماشاء الله'}, {'reviewer': 'juan', 'rating': '5.0 ', 'date': 'reviewed in the united states on 25 august 2024', 'review': 'me ha sorprendido la velocidad de respuesta que tiene el poco x6 pro, nunca presenta lentitud, incluso ejecutando multiples tareas.\nla camara es excelente tambien.'}, {'reviewer': 'ivan t.', 'rating': '5.0 ', 'date': 'reviewed in mexico on 23 july 2024', 'review': 'la relación preco / calidad es muy bueno, la calidad de la camara es buena, la pantalla podría ser mejor pero se ve bien, en general es un excelente celular, es mi 2o celular poco y no decepciona'}]",4.6,0.0
