Title,Rate,Price,Price Before Discount,Discount,Image URL,Description,Brand Name,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,RAM Memory Installed,Operating System,Special Features,Graphics Description,Brand,Package Dimensions,Batteries,Item model number,Manufacturer,Series,Form Factor,Standing screen display size,Screen Resolution,Processor Brand,Processor Type,Processor Speed,Processor Count,RAM Size,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Audio Details,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Ram Size,Graphics Card Interface,Wireless Type,Number of USB 3.0 Ports,Are Batteries Included,Lithium Battery Energy Content,Lithium Battery Packaging,Lithium Battery Weight,Number Of Lithium Ion Cells,Item Weight,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,reviews,Product Dimensions,Resolution,Memory Clock Speed,Connectivity Type,Number of USB 2.0 Ports,Number of HDMI Ports,Voltage,Optical Drive Type,Hard Drive Interface,Speaker Description,Average Battery Life (in hours),Wattage,Hardware Platform,Number of Lithium Metal Cells,CPU Speed,Number of Ethernet Ports,Graphics Processor Manufacturer,CPU Model Manufacturer,Battery Cell Composition,Hard Disk Rotational Speed,Total USB Ports,Human Interface Input,Notebook Display Technology,Rear Webcam Resolution,Power Source,Manufacturer reference,Compatible Devices,Specific Uses For Product,Connector Type,Power Plug,Number of Items,Connectivity Technology
"Lenovo IdeaPad Slim 3 15IRH8 Laptop - 13th Intel Core i5-13420H, 8GB DDR5 RAM, 512 GB SSD, Integrated Intel UHD Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare //Win 11//BAG//2 Years Warranty//",Previous page,"26,336"," List Price: EGP 27,200.00 ",-3%,https://m.media-amazon.com/images/I/51VXgmHMm+L._AC_SX425_.jpg,"About this item
Camera : FHD 1080p with Privacy Shutter
SD Card Reader
512GB SSD M.2 2242 PCIe 4.0x4 NVMe
High Definition (HD) Audio
Microphone : 2x Array",Lenovo,IdeaPad Slim 3 15IRH8,15.6 Inches,Arctic Grey,512 GB,Intel Core i5,8 GB,Windows 11,"Integrated Intel® UHD Graphics., 8GB Soldered LPDDR5-4800., User-facing stereo speakers, 1.5W x2, optimized with Dolby® Audio™., Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB., 15.6"" FHD (1920x1080) TN 250nits Anti-glare.Integrated Intel® UHD Graphics., 8GB Soldered LPDDR5-4800., User-faci…See more",Integrated,Lenovo,49.1 x 32.1 x 12.7 cm; 1.6 kg,1 Lithium Ion batteries required. (included),83EM0081ED,Lenovo,IdeaPad Slim 3 15IRH8,Netbook,15.6 Inches,1920 x 1080 pixels,"Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",Intel Core i5,2.1 GHz,10,,"Lpddr 5, DDR5",DDR5 RAM,8 GB,512 GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe, SSD",High Definition (HD) Audio,Intel UHD Graphics,Intel,Integrated,GDDR5,,AGP,Bluetooth,3,Yes,47 Watt Hours,Batteries contained in equipment,,3,1.6 Kilograms,B0DC9FVTRL,,"#10,113 in Electronics (See Top 100 in Electronics)#27 inTraditional Laptops",6 August 2024,[],,1920x1080 Pixels,4800 MHz,"Wi-Fi® 6, 11ax 2x2 + BT5.2",,1,5 Volts,BD-R,PCIE x 4,"User-facing stereo speakers, 1.5W x2, optimized with Dolby® Audio™",10 Hours,,,,,,,,,,,,,,,,,,,,,
"HP Laptop (15-fd0069ne), CPU: Core i5-1334U, 16GB DDR4 2DM 3200 Graphics Card: Intel Iris Xe, VRAM: Shared, Display: 15.6 FHD Antiglare ultraslim SVA 250 nits Narrow Border, 512GB, Windows 11",4.0 out of 5 stars,"29,999",,,https://m.media-amazon.com/images/I/51vSx3NKmPL._AC_SX425_.jpg,"About this item
Processor: Intel Core i5-1334U, offering efficient performance and enhanced power savings for everyday computing and multitasking.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: Intel Iris Xe graphics, providing enhanced visuals and smooth performance for everyday computing and multimedia tasks.
Display: 15.6-inch FHD anti-glare ultraslim SVA display with 250 nits brightness and narrow border, offering clear visuals and a sleek design.",HP,15-fd0069ne,15.6 Inches,Silver,512 GB,,16 GB,11,"Wireless: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate), Processor: Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads), Battery: 3-cell, 41 Wh Li-ion polymer, Graphics: Intel Iris X Graphics, Storage: 512 GB PCIe NVMe M.2 SSDWireless: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.3 wireless card (supportin…See more",Integrated,HP,,1 Lithium Polymer batteries required. (included),15-fd0069ne,HP,15-fd0069ne,Netbook,15.6 Inches,1920 x 1080 pixels,,,,10,16,DDR4,DDR4 SDRAM,16 GB,512 GB,,Headphones,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,,Yes,41 Watt Hours,Batteries contained in equipment,,3,1.65 Kilograms,B0D31BDDVV,4.04.0 out of 5 stars1 rating4.0 out of 5 stars,"#44,611 in Electronics (See Top 100 in Electronics)#124 inTraditional Laptops",30 April 2024,"[{'Reviewer': 'Mina', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 14 August 2024', 'Review': 'استخدمته لانى احتاج شئ بهذه المواصفات'}]",23 x 33 x 2 cm; 1.65 kg,,,,,,,DVD,,,,,,,,,,,,,,,,,,,,,,,,
"DELL G15 5520 Gaming Laptop - 12th Intel Core i7-12700H 14 Cores,32GB DDR5-4800 Mhz RAM, 1 TB SSD, Nvidia Geforce RTX 3060 6G BGDDR6 Graphics, 15.6"" FHD (1920X1080) 165 Hz,Backlit Keyboard,Windows 11",3.4 out of 5 stars,"59,999",,,https://m.media-amazon.com/images/I/41U-d4vMUqL._AC_SX425_.jpg,"About this item
DELL G15 5520 Gaming Laptop - 12th Intel Core i7-12700H (24 MB cache, 14 core, up to 4.70 GHz), NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics, 32GB DDR5 4800MHz RAM, 1TB M.2 PCIe NVMe SSD, 15.6"" FHD (1920x1080) 165Hz, 6-Cell Battery 86WHr (Integrated) , 240W AC Adapter, English Arabic Qwerty 4-Zone RGB Backlit Keyboard, Windows 11 - Dark Shadow Gray",Dell,DELL G15 5520 GAMING,15.6 Inches,Dark Shadow Grey,1 TB,Intel Core i7,32 GB,Windows 11,"NVIDIA GeForce RTX 30600 6GB GDDR6, English Arabic Qwerty 4-Zone RGB Backlit Keyboard, 12th Intel Core i7-12700H (24 MB cache, 14 core, up to 4.70 GHz), 6-Cell Battery 86WHr (Integrated), 15.6"" FHD (1920x1080) 165Hz DisplayNVIDIA GeForce RTX 30600 6GB GDDR6, English Arabic Qwerty 4-…See more",Dedicated,Dell,51.7 x 34.5 x 7.7 cm; 2.67 kg,,G5520I12700H32G1T165W11,DELL,DELL G15 5520 GAMING,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,2.3 GHz,14,32 GB,SODIMM DDR5,DDR5 RAM,32 GB,1 TB,SSD,Headphones,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,86 Watt Hours,Batteries contained in equipment,,,2.67 Kilograms,B0CMQR1VMT,3.43.4 out of 5 stars3 ratings3.4 out of 5 stars,"#46,280 in Electronics (See Top 100 in Electronics)#130 inTraditional Laptops",6 November 2023,"[{'Reviewer': 'Mohamed Ahmed', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 4 April 2024', 'Review': 'لابتوب جميل وسريع حاجه محترمه'}, {'Reviewer': 'K.A', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 31 July 2024', 'Review': 'الجهاز الذي وصل لي كان تم تفعيل الضمان له منذ 10اشهر تقريبا يعني يعتبر مستعمل و تم بيعه علي الموقع انه جديد و لم يكن موضح علي الموقع ان هذا الجهاز استيراد خارج'}]",,1920x1080 Pixels,4800 MHz,"Intel(R) Wi-Fi 6 AX201, 2x2, 8 02.11ax, Bluetooth(R) 5.2 wireless card",,1,240 Volts,,PCIE x 4,,,240 watts,,,,1,,,,,,,,,,,,,,,,
"Dell Latitude E5540 CA006LE55402EDB Intel Core i7,2.1 GHz, 15.6in, 500GB, 8GB, Laptop (Black)",3.4 out of 5 stars,"12,750",,,https://m.media-amazon.com/images/I/51cbdwJ9weL._AC_SX425_.jpg,"About this item
Colour: Black
PT: Laptop
Intel Core i7
Size: 15.6 Inch",Dell,Latitude,15.6 Inches,,500 GB,Core i7,,Windows,,,Dell,,,,Dell Computers,Latitude,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Core i7,2.1 GHz,,8,8,,,500 GB,,Headphones,,Intel,,,,,,,,,,,,11 g,B09BBVPXKX,3.43.4 out of 5 stars15 ratings3.4 out of 5 stars,"#7,836 in Electronics (See Top 100 in Electronics)#19 inTraditional Laptops",27 July 2021,"[{'Reviewer': 'mandomani', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 16 October 2021', 'Review': 'يبدو عليه انه استيراد ليس منتج جديد\nسحجات وخرابيش.. علي الجدار'}, {'Reviewer': 'W', 'Rating': '5.0 ', 'Date': 'Reviewed in the United States on 2 August 2023', 'Review': ""There is a minor defect on the left side of the screen. It bothers me more because it hasn't been disclosed in the listing, otherwise the laptop has been very well kept. Overall I am satisfied with this deal.""}, {'Reviewer': 'Melania C.', 'Rating': '3.0 ', 'Date': 'Reviewed in the United States on 20 October 2022', 'Review': 'No me agradó que mi laptop viniera con un golpe lo tiene del lado que se conecta creo que me va a ovacionar problema con la bacteria que tengo que hacer gracias'}, {'Reviewer': 'psdarwin', 'Rating': '5.0 ', 'Date': 'Reviewed in the United States on 5 December 2020', 'Review': 'The Dell E5520 from Computers4lessTN broke down shortly after I received it. Computers4lessTN replaced it immediately with a Dell6530 which has to be the best computer laptop I have ever had. From the quality of the screen to the speed at which it operates, it is great. It is great on on the Internet and it great running all my programs. Computers4lessTN was great to work with and I recommend them highly.'}, {'Reviewer': 'Stacey', 'Rating': '1.0 ', 'Date': 'Reviewed in the United States on 27 December 2020', 'Review': ""We bought this machine and it worked very well for a while. After having it for about three months, it began to glitch at startup and finally bricked out. It won't even power on. It might be a one-time thing, but I won't be able to afford a mistake like that again.""}]",,,,,,,240 Volts,,,,,,,,2.1 GHz,,Intel,Intel,Lithium Ion,,,,,,,,,,,,,
"HP Victus Gaming Laptop, CPU: Core i7-13700H, 16GB DDR4 2DM 3200 Graphics Card: NVIDIA GeForce RTX 4050, VRAM: 6GB, Display: 15.6 FHD IPS 250 nits 144Hz, 512GB, Windows 11 (15-fa1109ne)",Previous page,"64,999",,,https://m.media-amazon.com/images/I/71aoPQdFMRL._AC_SX425_.jpg,"About this item
Processor: Core i7-13700H, a newer generation processor offering improved performance.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: NVIDIA GeForce RTX 3050 Ti graphics card for high-quality gaming visuals.
Display: 15.6-inch FHD IPS display with 144Hz refresh rate for smooth visuals.",HP,Victus Gaming,15.6 Inches,Gray,512 GB,Core i7,16 GB,Windows 11,,Dedicated,HP,,,15-fa1109ne,HP,Victus Gaming,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Core i7,5,1,4,DDR4,,32 GB,512 GB,SSD,Headphones,,NVIDIA,Dedicated,GDDR6,,Integrated,,2,,,,,,2.5 Kilograms,B0CYZYY3FD,,"#397,647 in Electronics (See Top 100 in Electronics)#1,196 inTraditional Laptops",25 March 2024,[],23 x 33 x 2 cm; 2.5 kg,,,,1,,,DVD,PCIE x 2,,,,,,5,,,,,7200,,,,,,,,,,,,
"HP Laptop 15s, CPU: Core i7-1255U, 16GB DDR4 2DM 3200 Graphics Card: Intel Iris Xe , VRAM: Shared, Display: 15.6 FHD Antiglare ultraslim SVA 250 nits , 512GB, Windows 11 (15s-fq5042ne)",1.0 out of 5 stars,"34,999",,,https://m.media-amazon.com/images/I/51hfVsFVDPL._AC_SX425_.jpg,"About this item
Processor: Intel Core i7-1255U, a powerful processor for smooth performance.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: Integrated Intel Iris Xe graphics, suitable for everyday tasks and light gaming.
Display: 15.6-inch FHD antiglare ultraslim SVA display with 250 nits brightness for good visibility.",HP,15S-FQ5042NE,15.6 Inches,Silver,512 GB,Core i3-9300T,8 GB,Windows 11,fingerprint reader,Integrated,HP,,1 Lithium Ion batteries required. (included),15s-fq5042ne,HP,15S-FQ5042NE,,15.6 Inches,1920 x 1080 pixels,Intel,Core i3-9300T,3 GHz,1,16,DDR5,DDR5 RAM,512 GB,512 GB,SSD,Headphones,,Intel,Integrated,DDR5 SDRAM,,AGP,,1,Yes,30 Watt Hours,Batteries packed with equipment,,1,2 Kilograms,B0BM539PWJ,1.01.0 out of 5 stars1 rating1.0 out of 5 stars,"#52,165 in Electronics (See Top 100 in Electronics)#153 inTraditional Laptops",11 November 2022,"[{'Reviewer': 'karim rashad', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 1 December 2023', 'Review': 'محدش كلمنى خالص\nوالطلب اتلغى لوحدوا\nو مش عايزين يرجعوا الفلوس\nوكل ما نكلم حد يقول احنا بنعتذر ومفيش اى رد فعل حتى الآن'}]",23 x 33 x 2 cm; 2 kg,,,,2,,,DVD±RW,,,8 Hours,,,,,,,,,,,,,,,,,,,,,
"DELL G15 5520 Gaming Laptop - 12th Intel Core i7-12700H 14 Cores, 16 GB DDR5-4800 Mhz RAM, 1 TB SSD, Nvidia Geforce RTX 3060 GDDR6 Graphics, 15.6"" FHD (1920X1080) 165 Hz, Backlit Keyboard, Windows 11",1.0 out of 5 stars,"58,229",,,https://m.media-amazon.com/images/I/61JjplHVFXL._AC_SX425_.jpg,"About this item
DELL G15 5520 Gaming Laptop - 12th Intel Core i7-12700H (24 MB cache, 14 core, up to 4.70 GHz), NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics, 16GB DDR5 4800MHz RAM, 1TB M.2 PCIe NVMe SSD, 15.6"" FHD (1920x1080) 165Hz, 6-Cell Battery 86WHr (Integrated) , 240W AC Adapter, English Arabic Qwerty 4-Zone RGB Backlit Keyboard, Windows 11 - Dark Shadow Gray",Dell,G15 5520,15.6 Inches,Dark Shadow Grey,1 TB,Intel Core i7,16 GB,Windows 11,"NVIDIA GeForce RTX 30600 6GB GDDR6, English Arabic Qwerty 4-Zone RGB Backlit Keyboard, 12th Intel Core i7-12700H (24 MB cache, 14 core, up to 4.70 GHz), 6-Cell Battery 86WHr (Integrated), 15.6"" FHD (1920x1080) 165Hz DisplayNVIDIA GeForce RTX 30600 6GB GDDR6, English Arabic Qwerty 4-…See more",Dedicated,Dell,,1 Lithium Ion batteries required.,G5520I12700H16G1T165W11,DELL,G15 5520,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,3.5 GHz,14,16,SODIMM DDR5,DDR5 RAM,32 GB,1 TB,SSD,Headphones,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,86 Watt Hours,Batteries contained in equipment,,7,2.7 Kilograms,B0CDGN2L4L,1.01.0 out of 5 stars1 rating1.0 out of 5 stars,"#142,721 in Electronics (See Top 100 in Electronics)#614 inTraditional Laptops",6 November 2023,[],31.39 x 22.66 x 1.85 cm; 2.7 kg,1920x1080 Pixels,4800 MHz,"Intel(R) Wi-Fi 6 AX201, 2x2, 8 02.11ax, Bluetooth(R) 5.2 wireless card",,1,240 Volts,BD-R,PCIE x 4,,,240 watts,,,,1,,,,,,,,,,,,,,,,
"HP Spectre x360 Laptop, CPU: Core i7-1355U, 16GB DDR4 on-board Graphics Card: Intel Iris Xe, VRAM: Shared, Display: Touch/13.5 (1920x1280) IPS Low Blue Light 400 nits, 1TB, Windows 11 (14-ef2010ne)",Previous page,"77,999",,,https://m.media-amazon.com/images/I/41kYmPglzrL._AC_SX425_.jpg,"About this item
Processor: Intel Core i7-1355U, providing high-performance computing with efficient power management for a smooth and responsive user experience.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: Intel Iris Xe, integrated graphics with shared VRAM, providing efficient performance for everyday tasks and light multimedia applications.
Display: 13.5-inch WUXGA+ (1920x1280) IPS touchscreen display with Low Blue Light, 400 nits brightness, and narrow border.",HP,14-ef2010ne,13.5 Inches,Blue,1 TB,Intel Core i7-1355U,16 GB,Windows 11,,Integrated,HP,,1 Lithium Polymer batteries required. (included),14-ef2010ne,HP,14-ef2010ne,Netbook,13.5 Inches,1920 x 1200 pixels,Intel,Intel Core i7-1355U,1.7 GHz,10,16,LPDDR4X,DDR4 SDRAM,16 GB,1 TB,SSD,Headphones,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,,Yes,66 Watt Hours,Batteries contained in equipment,,4,1.5 Kilograms,B0D31BKFP8,,"#55,921 in Electronics (See Top 100 in Electronics)#175 inTraditional Laptops",30 April 2024,[],23 x 33 x 2 cm; 1.5 kg,,,,,,,DVD,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming F15 FX507ZC4-HN081W(Intel Core I5 12500H - Ram 8GB - Hard 512 SSD- GPU NVIDIA® GeForce RTX™ 3050 4GB- Display 15.6"" 144HZ- OS Win 11 - Color MECHA GRAY)",1.4 out of 5 stars,,,,https://m.media-amazon.com/images/I/616OnX7KKaL._AC_SX425_.jpg,"About this item
Brand: Asus
Operating system: Windows 11 Home",ASUS,FX507ZC4-HN081W,15.6,black,512 GB,Core i5,8 GB,Windows 11 Home,لوحة مفاتيح بإضاءة خلفية,مخصص,ASUS,,1 Unknown batteries required. (included),90NR0GW1-M007L0,ASUS,FX507ZC4-HN081W,,15.6,1920 x 1080 pixels,Intel,Core i5,2.5 GHz,12,,DDR4,,16 GB,512 GB,,Speakers,NVIDIA GeForce RTX 3050,NVIDIA,مخصص,DDR DRAM,4 GB,AGP,,1,Yes,56 Watt Hours,Batteries only,,4,3.63 Kilograms,B0CFYS3MS4,1.41.4 out of 5 stars3 ratings1.4 out of 5 stars,"#51,673 in Electronics (See Top 100 in Electronics)#150 inTraditional Laptops",17 August 2023,"[{'Reviewer': 'Dina Ammar', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 7 June 2024', 'Review': 'I want my money back, till now one week and no response\nWhyyyy'}, {'Reviewer': 'Omar said', 'Rating': '2.0 ', 'Date': 'Reviewed in Egypt on 28 April 2024', 'Review': 'تم النصب عليه'}, {'Reviewer': 'Abdalrahman Ahmed', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 10 June 2024', 'Review': 'اتمنى توفير المزيد من نسخ الجهاز'}]",10.3 x 31.5 x 51.5 cm; 3.63 kg,,,,1,,240 Volts,No Optical,,,,,,,,,,,,,,,,,,,,,,,,
"HP Spectre x360 Laptop, CPU: Core i7-1355U, 16GB DDR4 on-board Graphics Card: Intel Iris Xe, VRAM: Shared, Display: Touch/13.5 (1920x1280) IPS Low Blue Light 400 nits, 1TB, Windows 11 (14-ef2011ne)",Previous page,"81,999",,,https://m.media-amazon.com/images/I/51nagWwd8iL._AC_SX425_.jpg,"About this item
Processor: Intel Core i7-1355U, providing high-performance computing with efficient power management for a smooth and responsive user experience.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: Intel Iris Xe, integrated graphics with shared VRAM, providing efficient performance for everyday tasks and light multimedia applications.
Display: 13.5-inch WUXGA+ IPS touchscreen display with 400 nits brightness and Low Blue Light for comfortable viewing.",HP,14-ef2011ne,13.5 Inches,Black,1 TB,Intel Core i7-1355U,16 GB,Windows 11,Touch Screen,Integrated,HP,,1 Lithium Polymer batteries required. (included),14-ef2011ne,HP,14-ef2011ne,Netbook,13.5 Inches,1920 x 1200 pixels,Intel,Intel Core i7-1355U,1.7 GHz,10,16,LPDDR4X,DDR4 SDRAM,16 GB,1 TB,SSD,Headphones,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,,Yes,66 Watt Hours,Batteries contained in equipment,,4,1.5 Kilograms,B0D31CJDD9,,"#43,644 in Electronics (See Top 100 in Electronics)#122 inTraditional Laptops",30 April 2024,[],23 x 33 x 2 cm; 1.5 kg,1920 x 1280,,Bluetooth,,,,DVD,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Gaming 3 15ARH7 - Ryzen 7 7735HS, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics,16GB DDR5-4800 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 250nits 120Hz, Backlit Keyboard-2 Years Warranty",Previous page,"46,499",,,https://m.media-amazon.com/images/I/51njTPRDwHL._AC_SX425_.jpg,"About this item
AMD Ryzen 7 7735HS (8C / 16T, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)
NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 85W
2X8GB SO-DIMM DDR5-4800
512GB SSD M.2 2242 PCIe 4.0x4 NVMe
15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC, FreeSync",Lenovo,IdeaPad Gaming 3 15ARH7,15.6 Inches,Onyx Grey,512 GB,Ryzen 7,16 GB,DOS,"Stereo speakers, 2W x2, Nahimic Audio, Battery : Integrated 60Wh, HD 720p with Privacy Shutter camera, Backlit Keyboard, 2 YEARS WARRANTYStereo speakers, 2W x2, Nahimic Audio, Battery : Integrated 60Wh, HD 720…See more",Dedicated,Lenovo,55 x 35.2 x 8.4 cm; 2.4 kg,1 Lithium Ion batteries required.,82SB00W7ED,Lenovo,IdeaPad Gaming 3 15ARH7,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 7,3.2 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,"High Definition (HD) Audio, Realtek® ALC3287 codec",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,60 Watt Hours,Batteries contained in equipment,,7,2.4 Kilograms,B0CQV5FRZG,,"#12,995 in Electronics (See Top 100 in Electronics)#38 inTraditional Laptops",23 December 2023,[],,1920x1080 Pixels,4800 MHz,"Wi-Fi® 6, 11ax 2x2 + BT5.1",1,1,,CD-RW,PCIE x 4,"Stereo speakers, 2W x2, Nahimic Audio",,,,,,1,,,,,,,,,,,,,,,,
"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores, 8 GB RAM, 256 GB SSD PCIe NVMe, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Black",3.3 out of 5 stars,"18,179",,,https://m.media-amazon.com/images/I/51jyxatdxAL._AC_SX425_.jpg,"About this item
Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores, 8 GB RAM, 256 GB SSD PCIe NVMe, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Black",Lenovo,Lenovo V15 G2 5500U 8G 256G,15.6 Inches,Black,256 GB,AMD Ryzen 5 5500U,8 GB,DOS,Fingerprint Reader,Integrated,Lenovo,55.7 x 34.5 x 7.4 cm; 1.7 kg,,Lenovo V15 G2 5500U 8G 256G,Lenovo,Lenovo V15 G2 5500U 8G 256G,Traditional Clamshell,15.6 Inches,1920 x 1080 pixels,AMD,AMD Ryzen 5 5500U,2.1 GHz,6,8 GB,DDR4,,8 GB,256 GB,SSD,Speakers,,AMD,Integrated,DDR4 SDRAM,,Integrated,,1,,,,,,1.7 Kilograms,B0BZSTQMCL,3.33.3 out of 5 stars20 ratings3.3 out of 5 stars,"#25,551 in Electronics (See Top 100 in Electronics)#64 inTraditional Laptops",28 March 2023,"[{'Reviewer': 'Kareem Emad', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 3 April 2024', 'Review': 'عايز فاتورة شراء لو سمحت ممكن تبعتهالي'}, {'Reviewer': 'The product came on time and in good packaging but unfortunately it was not working. I wish it was working .', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 13 September 2023', 'Review': 'It came on time and in good packaging but the laptop was not working. So I had to return it.'}, {'Reviewer': 'Mina T.', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 21 December 2022', 'Review': 'Perfect Laptop\nGood Material'}, {'Reviewer': 'Ahmed m.', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 25 March 2024', 'Review': 'انا مش فاكر اننا اشتريت اللاب ده من امازون بس عن تجربه منتج جميل وسعره كان وقت ما اشتريته من جرير كويس'}, {'Reviewer': 'Ahmed Abdul Ghani', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 8 April 2023', 'Review': 'المظهر و الشكل رائع و لائق و إمكانياته و مميزاته ضعيفه و لكن تحت التجربة ولا اعرف اذا كان باستطاع تركيب و تغير و تزويد قطع له مثل رامات و بروسوسور و اضافيات اخرى'}]",,1920 x 1080 Pixels,,"Bluetooth, Wi-Fi",1,,7.7 Volts,,,Built-in Speakers,12 Hours,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook S13 OLED, CPU: i7-1355U, 16GB RAM, Display: 13.3-inch 2.8K OLED 16:10 60Hz, 512GB SSD, Windows 11 (UX5304VA-OLED517W)",5.0 out of 5 stars,"49,999"," List Price: EGP 59,999.00 ",-17%,https://m.media-amazon.com/images/I/51wz8bfnKSL._AC_SX425_.jpg,"About this item
ASUS Zenbook S 13 OLED UX5304VA-OLED517W i7-1355U 16GB LPDDR5 512GB SSD 13.3-inch 2.8K OLED Win11 Sleeve",ASUS,ASUS Zenbook S 13 OLED,16 Inches,Basalt Grey,512 GB,Intel Core i7-1355U,16 GB,Windows 11 Pro,ASUS Zenbook S 13 OLED UX5304VA-OLED517W i7-1355U 16GB LPDDR5 512GB SSD 13.3-inch 2.8K OLED Win11 SleeveASUS Zenbook S 13 OLED UX5304VA-OLED517W i7-1355U 16GB LPDDR5 5…See more,Integrated,ASUS,,1 Lithium Ion batteries required. (included),ASUS Vivobook,ASUS,ASUS Zenbook S 13 OLED,,16 Inches,2880 x 1800 pixel,Intel,Intel Core i7-1355U,1.7 GHz,14,16 GB,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,Headphones,Intel Iris Xe Graphics,Intel,Integrated,Shared,16 GB,PCI Express,802.11ax,1,Yes,30 Watt Hours,Batteries packed with equipment,,1,1.8 Kilograms,B0CHQBXWRJ,5.05.0 out of 5 stars1 rating5.0 out of 5 stars,"#2,991 in Electronics (See Top 100 in Electronics)#12 inTraditional Laptops",10 September 2023,"[{'Reviewer': 'Hicham Morcos', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 8 March 2024', 'Review': 'Excellent build quality, thin (1 cm), light (1 kg). Gorgeous OLED screen. Arabic/Eglish illuminated keyboard. No SD card slot. Comes with very tiny 67W USB C charger and 2 m cable. Highly recommend it for business people on the go !'}]",35.86 x 1.88 x 24.92 cm; 1.8 kg,2880x1800 Pixels,,,,,,,,harman/kardon (Premium),,,,,,,,,,,,,,,,,,,,,,
